node_id,type,name,existing_school,proposed_school,probability,confidence,anchor_sentence,desc_excerpt
work_favorinus_peri_phyges,work,"Favorinus, Peri phygēs (Περὶ φυγῆς)",,Pyrrhonist/Sceptic,0.34,0.29,no textual anchor,"Treatise by Favorinus of Arles entitled Περὶ φυγῆς (On Exile), partially recovered in 1931 in the Papyrus Vaticano Greco 11 published by M. Norsa and G. Vitelli (Studi e testi 53, Rome, Vatican City, 1931). According to "
person_bergson_henri_5e6f7g8h,person,Henri Bergson,,Modern scholarship,0.35,0.31,no textual anchor,"French philosopher who argued that free will is experienced in duration (duree) as opposed to spatialized, mechanistic time. Claimed that determinism falsifies human experience by treating temporal flow as a succession o"
argument_anti_astrology_impossibility_observation_3h8i0k76,argument,Anti-Astrological Argument I: Impossibility of Exact Observation,,Pyrrhonist/Sceptic,0.35000000000000003,0.3,no textual anchor,"Genethlialogia (natal astrology) requires fixing the exact instant of birth to calculate the horoscope. However, this is practically impossible due to: (1) the extraordinary rapidity of celestial motion (complete rotatio"
argument_liberty_as_absence_of_external_impediment_4587b29b,argument,Liberty as Absence of External Impediment,,Modern scholarship,0.35000000000000003,0.29,no textual anchor,"This definition of liberty, prominent in early modern philosophy (especially Hobbes), holds that freedom consists simply in the absence of external physical obstacles to doing what one wills, regardless of whether the wi"
scholarly_argument_crouzel_platonism_and_free_will_2,argument,Crouzel: Platonism dominates Origen's conception of libre arbitre; Platonism is Origen's ,,Modern scholarship,0.35000000000000003,0.3,no textual anchor,"Crouzel: in Origen's reading (Contra Celsum), the doctrines that raise the soul from things here below to the beatitude awaiting it near God, and that teach contempt of the sensible as transitory so that one hastens towa"
scholarly_argument_minns_philo_s_parallel_on_free_will__5,argument,"Minns: Justin cites Deut. 30:15, 19 addressed to 'Adam,' with a Philonic parallel linki",,Christian (patristic),0.35000000000000003,0.3,no textual anchor,"On 1 Apol. 44.1 the editors note that Deut. 30:15, 19 is addressed to Israel and ask how Justin could take it as addressed to Adam, 'the first-fashioned human being'. A possible explanation is Skarsaune's suggestion (Pro"
scholarly_argument_jurasz_marinus_platonising_bardesanism,argument,"Jurasz: Marinus in the Adamantius Dialogue attests a later, Platonising bardesanism",,Modern scholarship,0.35000000000000003,0.3,no textual anchor,"The bardesanite Marinus in the Adamantius Dialogue represents a later and possibly local version of Bardaisan's teaching: Platonising and hostile to the body, holding the resurrection of souls and not of bodies. Jurasz a"
scholarly_argument_koch_academic_reactions_to_stoic_ca_1,argument,"Koch: The Academic reactions to Chrysippus's causal distinctions, as carefully describ",,Modern scholarship,0.37,0.31,no textual anchor,"Koch: the Academic reactions to Chrysippus's causal distinctions, traces of which Cicero's De fato preserves, met the distinctions with 'de très fortes résistances'; she studies them in section II and then links these St"
person_caruso_gregg_0d1e2f3g,person,Gregg Caruso,,Modern scholarship,0.37,0.32,no textual anchor,Contemporary free will skeptic who argues that neither compatibilism nor libertarianism can ground moral responsibility. Advocates public health-quarantine model of criminal justice as alternative to retributive desert-b
scholar_barclay_j,person,John M. G. Barclay,,Jewish,0.37,0.32,"New Testament, Pauline theology, Second Temple Judaism","New Testament, Pauline theology, Second Temple Judaism"
scholar_list_n,person,Nicholas List,,Modern scholarship,0.37,0.32,no textual anchor,"Nicholas List — Early Christian studies, Middle Platonism and Justin Martyr; author of 'Justin Martyr's Problem with Platonism', Vigiliae Christianae 78 (2024). Not to be confused with the List discussed by Fürst 2022, w"
scholarly_argument_dihle_jewish_and_christian_conceptio_1,argument,Dihle: Jewish and early Christian theology conceived of creation as dependent solely on,,Modern scholarship,0.38,0.33,no textual anchor,"Dihle opens with Galen's digression (De usu partium): according to Galen, the Jews derive the universe exclusively from the arbitrary intention of the creator, who can turn a lump of earth into a horse or a bird — an opi"
scholarly_argument_gaventa_universal_scope_of_god_s_actio_2,argument,Gaventa: The repeated use of 'all' in 5:12-21 warns against limiting God's actions to tho,,Modern scholarship,0.38,0.33,no textual anchor,universal scope of God's action and warning against presumption — The repeated use of 'all' in 5:12-21 warns against limiting God's actions to those who presently constitute the 'we'; God's actions are not confined to th
person_westlund_andrea_8l9m0n1o,person,Andrea Westlund,,Modern scholarship,0.38,0.33,no textual anchor,Feminist philosopher who developed dialogical account of autonomy. Argues that autonomy requires being answerable to others - holding oneself accountable in ways responsive to others' questions and challenges. This socia
scholar_schr_ter_j,person,Jens Schröter,,Modern scholarship,0.38,0.33,no textual anchor,"New Testament studies, Pauline reception history"
work_de_natura_deorum_cicero,work,"Cicero, De Natura Deorum",,Academic/Platonist,0.38,0.33,"Each book stages a representative of a major Hellenistic school defending his theological position: the Epicurean Velleius (Book I), the Stoic Balbus (Book II), and the Academic sceptic Cotta (Book III).","Cicero's De Natura Deorum (On the Nature of the Gods), composed in 45-44 BCE and dedicated to Brutus, is a dialogue in three books set in 77 or 76 BCE at the home of C. Aurelius Cotta. Each book stages a representative o"
argument_alexander_witness2_envelope_amand1945,argument,Argument-cadre du témoin n°2 Alexandre De Fato 16-20 — enveloppe quinquépartite de la diatribe antifataliste,,Modern scholarship,0.39,0.33,no textual anchor,"General argumentative framework identified by Amand 1945 (p. 148, ll. 8481-8530) within Alexander’s De Fato 16-20. According to Amand, Alexander ""accumulates moral arguments against Chrysippus’ absolute determinism, whic"
argument_reactive_attitudes_alex,argument,Legacy reconstruction (discovery only): Reactive Attitudes Argument (Alexander),,Peripatetic,0.39,0.34,no textual anchor,"Modern reactive-attitudes comparison, discovery only. Alexander's polemical appeals to anger, gratitude, praise and blame may be compared with later analytic debates, but the Strawsonian taxonomy is not his text. Sharple"
argument_firmicus_witness3_virtue_vain_under_stars_amand1945,argument,"Témoin n°3 (Firmicus Math I, 2, 5-7) — Premier argument : effort de vertu vain sous les constellations",,Pyrrhonist/Sceptic,0.39,0.35,no textual anchor,"First anti-fatalist moral argument reconstructed in Firmicus Mathesis I, 2, 5-7 (Kroll-Skutsch I p. 7 l. 8 — p. 8) by Amand 1945 (analysis p. 185-186, Latin text p. 186-187). Main theme of witness no. 3: astrological fat"
person_nussbaum_martha_contemporary,person,Martha Nussbaum,,Modern scholarship,0.39,0.35,no textual anchor,"Philosopher connecting ancient Stoic and Aristotelian ethics to contemporary issues. Author of ""The Therapy of Desire"" examining Hellenistic philosophy's relevance to modern ethics."
scholar_amand_de_mendieta_e,person,Emmanuel Amand de Mendieta,,Modern scholarship,0.39,0.33,no textual anchor,"Emmanuel Amand de Mendieta O.S.B. (1907-1976). A Belgian Benedictine, philologist, and historian of ancient philosophy trained at Louvain. His doctoral thesis (1944), published under the title *Fatalisme et liberté dans "
scholar_haacker_k,person,Klaus Haacker,,Christian (patristic),0.39,0.34,no textual anchor,"New Testament exegesis, Pauline theology, Philo of Alexandria"
scholarly_argument_koenig_soul_choice_risk,argument,König: the soul is both the seat of free decision and pastoral risk,,Modern scholarship,0.39,0.34,no textual anchor,The soul's capacity for choice enables obedience but can also make it a dwelling of passions and deception; freedom creates the need for care.
scholarly_argument_holz_primordial_choice,argument,Holz: primordial choice differentiates originally equal intellects,,Modern scholarship,0.39,0.34,no textual anchor,Cosmic hierarchy follows free primordial decisions by equal rational beings; ontological locations do not predetermine moral action.
scholarly_argument_bobichon_free_will_in_justin_martyr_0,argument,Bobichon: No direct position taken; this is a purely philological and codicological study ,,Christian (patristic),0.39,0.34,no textual anchor,free will in Justin Martyr — No direct position taken; this is a purely philological and codicological study of manuscript transmission with no engagement with philosophical content of Justin's works
person_rene_descartes_1aa22692,person,René Descartes,,No school affiliation / not a school-bound figure,0.39,0.34,no textual anchor,"René Descartes (1596–1650) occupies a pivotal position in the history of the free will debate as the thinker who both inherited and transformed the late-Scholastic discussion of will, freedom, and divine sovereignty. His"
scholarly_argument_list_determinism_fate_and_moral_res_1,argument,List: The doctrine of transmigration (metempsychosis) rejected by Justin in Dialogue 4,,Christian (patristic),0.39,0.33,"Justin's rejection was therefore 'religious competition', undermining rivals and defining Christianity on his own terms.","List argues that the two Platonic doctrines Justin rejects in Dial. 4 (the soul's vision of God; transmigration) 'happen to be foundational' to the anthropologies of Carpocrates, Basilides and Simon/Helen, teachers proba"
work_septuagint,work,Septuagint (Μετάφρασις τῶν Ἑβδομήκοντα),,Jewish,0.39,0.35,no textual anchor,"Greek translation of the Hebrew Bible, 3rd-2nd century BCE. The standard Old Testament text for early Church Fathers in debates on divine providence, human agency, and moral choice."
argument_firmicus_witness3_laws_abrogated_amand1945,argument,"Témoin n°3 (Firmicus Math I, 2, 10-11) — Troisième argument : abrogation des lois et droits du magistrat",,Pyrrhonist/Sceptic,0.4,0.35,Double convergence: 3 witnesses (Philo + Firmicus + Alexander) for the pivotal argument B1 legislation/responsibility — reaches Carneades’ threshold according to Amand’s rule of “3 witnesses out of 6”.,"Third anti-fatalist moral argument reconstructed in Firmicus Mathesis I, 2, 10-11 (Kroll-Skutsch I p. 8 l. 25 — p. 9 l. 4) by Amand 1945 (analysis p. 186, Latin text p. 187-188). Legislative-juridical argument: if astrol"
scholarly_argument_denzey_lewis_pauline_exegesis_and_cosmic_en_3,argument,Denzey Lewis: Pauline concept of 'body of death' represents cosmic malevolence and enslavement,,Christian (patristic),0.4,0.35,"Diverging from the majority of scholars, Denzey Lewis asserts that cosmic pessimism in second- to fourth-century Christianity (particularly, though not exclusively, 'Gnostic' Christianity) finds its root not only in prevailing Graeco-Roman conceptions of a malevolent cosmos but a","Diverging from the majority of scholars, Denzey Lewis asserts that cosmic pessimism in second- to fourth-century Christianity (particularly, though not exclusively, 'Gnostic' Christianity) finds its root not only in prev"
scholarly_argument_gaventa_the_law_s_role_in_arousing_sin_2,argument,Gaventa: Paul presents a paradoxical dynamic where the law itself arouses sinful passions,,Modern scholarship,0.4,0.35,no textual anchor,"The law's role in arousing sinful passions: Sin as a cosmic power colonizing the human agent (apocalyptic reading) — Paul presents a paradoxical dynamic where the law itself arouses sinful passions (7:5), yet the law is "
scholarly_argument_pouderon_formation_of_christian_intelle_1,argument,"Pouderon: Examined the 'schools' of Athens, Rome, and Alexandria as contexts for the forma",,Cannot be determined from the description,0.4,0.35,no textual anchor,"Formation of Christian intellectual elite in 2nd century — Examined the 'schools' of Athens, Rome, and Alexandria as contexts for the formation of a Christian intellectual elite during the second century"
person_firmicus_maternus_2q7r9t65,person,Firmicus Maternus,,Pyrrhonist/Sceptic,0.4,0.36,"4) reports *in extenso*, in order to refute them, three anti-astrological arguments of Neo-Academic origin, including Carneades' anti-fatalist moral argument—presented in a popular, vivid, and imagistic form characteristic of diatribe, unlike the scholastic and dry exposition of ","Author of the *Mathesis*, an extensive astrological handbook. Ironically preserves CAFMA arguments by copying them exactly (in order to refute them). Later converted to Christianity and wrote against paganism.

[Amand 19"
person_mill_john_stuart_2b3c4d5e,person,John Stuart Mill,,Modern scholarship,0.4,0.35,no textual anchor,"British philosopher who defended soft determinism (compatibilism). Argued that freedom consists in acting according to one's desires and character, not in some mysterious contra-causal power. Emphasized that even though "
scholar_young_s,person,Stephen L. Young,,Modern scholarship,0.4,0.35,no textual anchor,"New Testament studies, Pauline theology, ethnicity in antiquity"
work_bardesanes_liber_legum_regionum,work,"Bardesane (et Philippe), Le Livre des lois des pays (Liber Legum Regionum)",,Christian (patristic),0.4,0.35,no textual anchor,"Syriac dialogue attributed to Bardesanes of Edessa, composed according to the communis opinio by his disciple Philip toward the beginning of the third century (probably before 222, the date of Bardesanes’ death). The old"
person_thomas_reid_8z2u3v91,person,Thomas Reid,,Modern scholarship,0.4,0.35,no textual anchor,Scottish philosopher and founder of Common Sense school. Developed agent-causation theory of free will in explicit opposition to Hume's compatibilism. Argued persons as agents cause their actions without being caused to 
person_ayer_alfred_jules_7g8h9i0j,person,A.J. Ayer,,Modern scholarship,0.41,0.38,no textual anchor,British philosopher who defended classical compatibilism. Argued that an act is free if it is caused by the agent's own motives and desires rather than by external compulsion. The debate between free will and determinism
argument_buridans_ass_73a98d20,argument,Buridan's Ass,,Peripatetic,0.41000000000000003,0.36,Similar paradoxes appear in: Aristotle: De Caelo II.13 (man equally hungry and thirsty).,"The paradox of ""Buridan's Ass"" illustrates a challenge to intellectualist accounts of the will: if a perfectly rational donkey stands equidistant between two identical bales of hay, with equal reason to choose either, th"
person_immanuel_kant_0b4w5x13,person,Immanuel Kant,,Modern scholarship,0.41000000000000003,0.35,no textual anchor,German Enlightenment philosopher who revolutionized Western philosophy. Developed transcendental idealism distinguishing phenomena from noumena. On free will: argued Third Antinomy shows theoretical reason cannot resolve
person_jonathan_edwards_9a3v4w02,person,Jonathan Edwards,,Modern scholarship,0.41000000000000003,0.36,no textual anchor,American Congregationalist theologian and philosopher. Developed sophisticated compatibilist position defending Calvinist theology against Arminian attacks. Argued freedom = acting according to strongest motive/inclinati
scholar_still_t,person,Todd D. Still,,Christian (patristic),0.41000000000000003,0.36,New Testament and Patristics,New Testament and Patristics
argument_carneadean_providence_mantike_alexander_amand1945,argument,Carneadean supplementary argument — Abolition of the providence of the gods and of divination (Alexander §17),,Pyrrhonist/Sceptic,0.41000000000000003,0.36,"Carneades, according to Amand’s reconstruction, would turn the argument around: if Stoic fatalism is true, divination becomes useless because knowledge of the future changes nothing in what will happen (a structural parallel with the Argos Logos).","Supplementary argument to argument VI (the destruction of piety), reconstructed by Amand (1945, p. 584-585) on the exclusive testimony of Alexander of Aphrodisias (Περὶ εἱμαρμένης 17). According to Amand, two objections "
scholarly_argument_brouwer_medieval_voluntarism_and_intel_5,argument,Brouwer: The debate continued in the high middle ages with 'voluntarists' (Henry of Ghent,,Christian (patristic),0.42,0.37,no textual anchor,"medieval voluntarism and intellectualism — The debate continued in the high middle ages with 'voluntarists' (Henry of Ghent, Duns Scotus) arguing for will's independence from intellect, versus 'intellectualists' (Thomas "
scholarly_argument_brouwer_hellenistic_origins_of_the_deb_2,argument,Brouwer: The Hellenistic debate started with Stoics and Epicureans taking opposite positi,,Stoic,0.42,0.37,Hellenistic origins of the debate — The Hellenistic debate started with Stoics and Epicureans taking opposite positions (determinism vs.,"Hellenistic origins of the debate — The Hellenistic debate started with Stoics and Epicureans taking opposite positions (determinism vs. libertarianism), with Academic Sceptics attacking both dogmatic positions"
scholarly_argument_donini_cicero_s_de_fato_and_aristotle_5,argument,Donini: Cicero's claim that Aristotle was in a certain sense a determinist should be tra,,Pyrrhonist/Sceptic,0.42,0.37,"Cicero's De Fato and Aristotle as determinist — Cicero's claim that Aristotle was in a certain sense a determinist should be traced to Carneades via Clitomachus as source, not Antiochus;","Cicero's De Fato and Aristotle as determinist — Cicero's claim that Aristotle was in a certain sense a determinist should be traced to Carneades via Clitomachus as source, not Antiochus; possibly Cicero added Aristotle's"
scholarly_argument_frede_alexander_of_aphrodisias_targe_1,argument,"D. Frede: Alexander's criticism is directed at the Stoa, specifically a contemporary Stoic",,Modern scholarship,0.42,0.37,no textual anchor,"Alexander of Aphrodisias' target and method — Alexander's criticism is directed at the Stoa, specifically a contemporary Stoic who maintained a stronger determinism than Chrysippus and did not understand earlier Stoic co"
scholarly_argument_pouderon_stoic_determinism_and_divine_i_2,argument,"Pouderon: Unlike the Stoics who, according to their adversaries, make God immanent in chan",,Christian (patristic),0.42,0.37,"Pouderon: whereas the Stoics — 'à en croire leurs adversaires' — implicate God in evil by proclaiming him immanent in changeable, passible matter, and hence in matter that carries evil, the Christian Apologists insist that God is not the author of evil and take care to specify th","Pouderon: whereas the Stoics — 'à en croire leurs adversaires' — implicate God in evil by proclaiming him immanent in changeable, passible matter, and hence in matter that carries evil, the Christian Apologists insist th"
scholarly_argument_velardo_josephus_s_use_of_heimarmene_0,argument,"Velardo: The phrase τὴν εἱμαρμένην ἄφυκτον in Bellum Judaicum 6,267-268 is an eclectic he",,Jewish,0.42,0.37,"Josephus's use of εἱμαρμένη (heimarmene) — The phrase τὴν εἱμαρμένην ἄφυκτον in Bellum Judaicum 6,267-268 is an eclectic hermeneutic resource that combines Jewish worldview elements with the dominant philosophical (Stoic) context to explain the destruction of the Second Temple","Josephus's use of εἱμαρμένη (heimarmene) — The phrase τὴν εἱμαρμένην ἄφυκτον in Bellum Judaicum 6,267-268 is an eclectic hermeneutic resource that combines Jewish worldview elements with the dominant philosophical (Stoic"
person_al_ashari_m3n4o5p6,person,Al-Ash'ari (Abū al-Ḥasan al-Ashʿarī),,Middle Platonist,0.42,0.38,no textual anchor,"Founder of Ash'ari school of Islamic theology (kalam). Originally Mu'tazilite, converted to anti-rationalist position. Developed doctrine of kasb (acquisition): God creates all acts, but humans 'acquire' them. Denied sec"
person_nicolas_malebranche_9q3l4m02,person,Nicolas Malebranche,,Christian (patristic),0.42,0.37,no textual anchor,French Oratorian priest and Cartesian philosopher who developed occasionalism: God is the only true cause; finite beings are merely occasions for divine action. On free will: defended libertarian freedom while maintainin
scholar_laato_a,person,Antti Laato,,Modern scholarship,0.42,0.37,no textual anchor,"Old Testament studies, theodicy"
scholar_wolfson_h,person,Harry Austryn Wolfson,,Jewish,0.42,0.37,no textual anchor,"history of philosophy, Philo Judaeus, medieval and ancient philosophy ') and clutters the scholarly content; it should ]"
scholar_wolter_m,person,Michael Wolter,,Cannot be determined from the description,0.42,0.37,no textual anchor,"New Testament theology, Pauline studies"
scholarly_argument_ewing_stoic_pervasion,argument,Ewing: Clement adopts Stoic pervasion but rejects the identity of providence and fate,,Christian (patristic),0.42,0.37,no textual anchor,Clement is close to Stoic pervasive providence but rejects its identity with fate and denies that divine care coerces embodied agents.
argument_skeptical_argument_from_divine_power_d217cdac,argument,Skeptical Argument from Divine Power,,Modern scholarship,0.43,0.39,no textual anchor,"Pierre Bayle's skeptical argument uses divine omnipotence to show that we cannot have certain knowledge of the external world or even our own mental states: if God is omnipotent, He could cause us to have all our experie"
argument_firmicus_witness3_envelope_amand1945,argument,"Argument-cadre du témoin n°3 Firmicus Mathesis I, 2, 5-11 — enveloppe tripartite de la diatribe antifataliste",,Pyrrhonist/Sceptic,0.43,0.39,"Polemical target: Carneades himself, scarcely disguised (cf.","General argumentative framework identified by Amand 1945 (p. 185-188, ll. 10500-10791) within Firmicus Mathesis I, 2, 5-11 (Kroll-Skutsch I p. 7 l. 8 — p. 9 l. 4). Witness no. 3 articulates three cascading arguments: (1)"
scholarly_argument_dodson_divine_causation_and_determini_1,argument,Dodson: Orrey McFarland's chapter argues that both Philo and Paul employ 'prepositional ,,Jewish,0.43,0.38,no textual anchor,"Orrey McFarland (ch. 6) argues that Paul, like Philo, can 'safely be placed' within the traditional use of 'prepositional metaphysics' (prepositions with technical meanings defining causation). Philo is the clear example"
